14,27,comp-gen,psppppprpprprpspsprsrrpppspspspspspspsppppprpprprpspsprsrrpppspspspspspspsppppprpprprpspsprsrrpppspspspspspspsppppprpprprpspsprsrrpppspspspspspspsppppprpprprpspsprsrrpppspspspspspspsppppprpprprpspsprsrrpppspspspspspspsppppprpprprpspsprsrrpp
15,0,human-gen,rpsrpsprsprpsrpsprpsrpsprsprpsrpsprsprpsprsprpsprsprpsprpsrpsprsprpsprsprsrpsprsprpsprpsprsprpprpsrpsprsprpsrpsprsprpsrpsprpsrpsrpsprpsrpsprsprpsrpsprsprpsrpsrpsprpsrpsprsprpsrpsprpsrpsrpsprsppsrpsrpsrpsprsprppsrpsrpsprsrppsrprspsrpsrpsprps
16,25,comp-gen,prrpsrsrrrrssrpsspppsrrrsprpsrprsssssrprsssrrsppspprrssrrsppsprrsprrppprrprrprrsspspprpppprssrppsrppprpprpspprpprprrpprrsprrrrrrsspssppssprrrpssrsrssrsrsspssrsrrpspsrsrsrrsssssrsrpsrrrrsrpsprrssrsrsppsspprsrpsrpprrrpprssprpssrrspsppprssrrrs
17,0,human-gen,psrprspsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrprspsrprsprspsrpsrpsrprsprsprsprsprsprsprspsrprsprsprspsrprsprspsrprspsrprspsrprsprsprsprsprspsprsprsprsprsprspsrprsprsprsprsprsprspsrprsprspsrpsrprsprsprsprsprsprspsrprsprsprsprsprsprsp
18,0,human-gen,srprsprpsprpsrprspsrpspprsrsrsrsrsrsrssprprprprprprprprprpprrpprprrpsrpsprsprpsrpsrprsprpsprpsrprspsrpspprsrsrsrsrsrsrssprprprprprprprprprpprrpprprrpsrpsprsprpsrpsrprsprpsprpsrprspsrpspprsrsrsrsrsrsrssprprprprprprprprprpprrpprprrpsrpsprsprp
19,0,human-gen,srprpspspsppsrsprspprssrprspprprsrsprsprsrspprsrspsrprsrsprrpsrprsrspsrprsrpsrsprsprssrprsprsrsprsprspsrpspsrpspprsrsprsprsrsprsprsprsrsprsprssrprsprsrsprprsrspspsrprsrsprsprssrpprsrspprsprsrsprspsrprsprsprsrsprsprspsrpsrpsrrpsrsprsprsprspp
20,0,human-gen,rpsrprppsrpspspprpsrpsprpsprsprpsprpsprpsprpsrpsprpspsprpsprsprprsprpsrprpsprpspprsprpsrprpsprpsrprspsrppsrpsrprppsrprspspsprpsrpsrpsrpsrpsprsrprpsrprpsrprpsprpsrpsrpsrppsrpsrpsrpsrpsprpsrpsrpsrpsrpsrpsrpspsrpsrpsrppsrpsrpsrpsrpsprpsrpsrpsr
21,1,human-gen,prpsrsrprsrrprpsrrpsprpsprrpsprpsprpspsprpspprpspsprprrsrsrsrsrrsrsrrrprprprprprprprprprpsrsrsrsrsrsrrsrsrsrsrsrprprprprprprprprprprprpprprprsrsrsrsrsrsrsrsrrsrsrsrsrsrrsrprprprprprprpprprprprpprsrsrsrsrsrsrrsrrprprprprprsrsrsrsrsrrsrsrprpr
22,28,comp-gen,sspspsrsspppsprrspsrrsrrsppsppprpprrrrprppppprspsppsprrprssrrsssrprrpprrprsssspspsrrppsssrrsprrsprprpppprssprprprprrrssrrrpppsppsrrrssprspsssppsprppspsrprpsprspspsrrrsppprpssrsprsrssrppspppsrrsrprrsrrsrpssrpsppprrrssprsrsspprpssssprsppppprs
23,34,comp-gen,rrssrrsrppsrpssssrpsssrsrpsrrprsrpsrrppssssspprrrsppspsrssrsssrsppppsrpsrprssprssssrrsssspprrsspsrsprsrppppprsrpsssrprpprppprsssrrspprprrsspsssrssrssrrsppppspssppsssspspppprprsppprppsprpppsspsrppsrsrsrprrsprspsrsrrpsrpspppsssrpspprrrrrsrprp
24,29,comp-gen,ssrppsprrrrrsssrsppprrsssrppsrpprrsrsrrrrpsrrsppsprsrsrpssprppssssprpprrsrrsrprpssprssppsrprrssrrssspssrprpprssprprrrssssppspsssprssrrrsprrsrrprprsspspspsssrsrprssrprprpsrppprsrrrppsprprpsssrrrrsrrrrpprpsppppsppspsrsrrrspppsspprsssrpssprpsr
25,36,comp-gen,rssspsprpppsprsprrsrrrsssppsrrrrrssrpsrspprspsspsprprsrspprrpssrrrrrprrspsprrsrrrprsrsrppppssprrrppsrrprsprsrrpppprsrpspssprprppprrrrprrsppprrspprrpprspspspsrrsssrssssrsrssssprrrssrsrprpprrrrrrprrprppspsrrsppppprsssrppprrspsrrsrsrpsspppspps
26,25,comp-gen,prssprpsspsrrrrsrsprssrrrsppprrrrrspppspppsrssrrsrprpssspprsrppsrrprrpprprrssrsprssrrrssrrprsrpssssrrrprrrsprsrprrsppprpppsrpspsppspprssrppsrrrrspprsrprrsprrrsrsprrsrppsspssppspprrrpsrsprssprrrprrrpsprsprrsrrsprrpsssrrpsrpspspsprpprsssrrsps
27,28,comp-gen,pspssppsprssppspprrrppsrsspsprrsppsssssrspsspsrpppprsrrrssrsprspsppssssrpppsprrrrssrprprrpsrpprrprsrsrrrrspsrpsrrssprpprppssrpsrrpprppspppprsrsrpssssppspsrsrpppsrsssrspprppssrrprsrsppspspprrrsssrrpppsssprrpsspsrrrsrrrpspprprsrspppprsppsrrss
28,32,comp-gen,rrrprsrpssrssssrpssppsrrsrsppppprrsspsrsssssrspsprrrrrrsrpprrsssrsrprssssrsrsssppsrsrprrssrprrpspssprppprrssrrrprppsrsrpprsrrrsrppsspspprpssrprsspppssrppppppprssrssprrrpssprrrrsrrprssspsrprpsrsrssrssspprrspprprpprpssprsrppspsrpppssprssprpsr
29,61,comp-gen,rpsrppppppppppppsrsrsrrrrsrrrrrrrrrspppppprsprpsprsprpsrpsprrsrrrrrrrrppppppsrsrpspsrpspspsspspsprpsrrrsprrprpsprpsrpsrpsrprspsrprrrrrrrrppppppppppssssssssssrpsrpsprpsrpsprsprspsrrsrssrsrsrsrpspprprprprpsprprpppprsprprprrrrsrsssrsrpsrprpsrr
30,21,comp-gen,rprsrrpsprrrrsrspssrsrrpprpsprsrrrrrsssrspsprsppsrspsrrrpspsrpsrrsrpppsssrprrsprsppssrrprprrsrsspsrpspsrrsrsssrrpsssprprsspsrpspprrrsppsrsrpppsrrsrrspspspppppsrrsprprsprpprrrrprrpsssrrssrrsprspsrsrppppssrrssprppssrssrpspprrspssrrsprprrssprs
31,0,human-gen,rpsrppsprpsprprpprpprpspsprpprpsprpspprsprprprpsprpsrpsprprprprpprprpsppsprppsrprpsrpsprpsprprpspprsprpprpsprpsrpsprpspsrprpsrpprpsrpprpprprpprprpprppsrpprsppsprpsprpsprprspprsprpprprpspsppspspspspspsrpsprprprpsprrprppsprppsprpsrppsprpsprpr
32,0,human-gen,sprsprsprspsrprsprsppsrprsprprsprspsrprsprpsrpsrpprsprspsrprsprsprsprspsrpprspsrpsrpsrprspsrprsprsprspsrprspprsprpsrpsrpsrpprspsrpsrprspsrpprsprsprspsrprspsrprsprsprsprsprspsprprsprsprspsrpsrprsprsprsprsprspsrprsprsprsprsprsprsprsprsprsprps
33,8,human-gen,pppppprpsprpsprsprpsprsrpsrppsrpsprpspsssrrrrrppsrpsprpsrpsrsppsrpsprpsrpsprpsrprprpsrppsrpsprpsrpsprpsprpsrpsprpsprpsrppsrpsprpsprsrpsrpsprpsrpsprpsprpsrpsrpsprsppsrpsprpsprpsprpsrpsrpsprpsrpsrppsrspsprpsrpsprpsprpsprpsprpsprpsprpsprpsprps
34,0,human-gen,sprsrpsprsprpsprrpsprpsprsrpsprsprsprsprpsprsprspsprpssprpspsprsprpsrsprsprpsprsprsprspsprsprpspsprspsprsprpsprsprspprsprsprspprspsprspspprsprsprpsrsppsrpsprspsprpsrsprsprpsrpsprsrpsrpsrppsrprprpprprrprsprsprspprsprpspsprsprsprpsprsprsprpsp
35,6,human-gen,prpspprpspsprpsrpsprsprsprpsrpsrpsrpsrpsrpsrpsprsprpsrpsrpsprsprsprpsrppsrpsrsprpsprsprpsrppprpsprsprpsprpsrpspspsrpprpsrsprpsrpsrssrrrsrsrsrsrrrrrpsrpspspspsppspspspsppprpspprpspsprpsrpsprsprsprpsrpsrpsrpsrpsrpsrpsprsprpsrpsrpsprsprsprpsrp
36,0,human-gen,prprpspsrpsrpsprpsrprspsrpsprpsrpsprsprpsrpsrpsrpsprpsrpsrpsprpsrpsrpsprpsrpsprpsrpsprpsrpsprsrpsprpsrpsprpsrpsprpsprsppsrpsprpsrpsprpsprpsrpsprpsrpsprpsprsprpsprpsrpsprpsrpsprpsprpsrpsprpsrpsrppsrpsrpsprpsrpsprpsprpsprpsrpsprpspsrpsrpsprps
37,0,human-gen,prsppsrpspprsprpprsrppsprprpsprspprpsprpsprpsprprpsprpsprrppsprpsrpspprsprprpsrprpsprpsprpsrpsrprprpsrsprpsprppsrppsrpsrprpsprpsrprppsprppsprpsrppsrpsrpsprpsppsrpsrpprpspprpsprpsrprspsprpsprpsrpprsppsrpsrppsrpsrpsrpsrpprsprpspssrpsrprsprrpr
38,0,human-gen,psprpsrpsrpprsprpsprpsrpsprprsprpsrprsppsrprspsrpsrpsrpsrpsrpsrpsrpsprspsrpsrpsrpsrprspsrpsrprspsrprspsrpsrppsrpsrpsrprpsrpsprpsrpsrpsrpsrpsrprspsrppsrpsrprpsrpsrpsrpsrpsrpsrpsrprspsrprsppsrprspsrpsrpsrppsrpsrpsrpsrpsrpsrpsrpsrpsprpsrpsrprs
39,16,human-gen,sspsprspsrpprprssprrspppsrrpssrprpsrspsssrppsspsrssprsprsprrssrprspssprppsrrsppsssrspppssppprsrssrspprsrsprrpspssrprrrrrrsspsrsprsrprprrpsrpsrrsrsprprspssppprprrprprspsrppsprrprppsprrsrrppprsrrsrppprrspsrsrpsspprsrpspprrrrpsrssprpssssppsprp
40,43,comp-gen,psspprrspsrpsssssrsssrsrsrsprpsppppppprpssrpsssspssssssprspssssprsprrsspprpssrrrssssppsrsrpprrpsrrrsrrsppppppsrsrprsrsrpprpspspppssssrrprrprspppssssprsspppsssrrrrpsssrrsprrrrsrsssprsprrspssssrprspsprpssrspppsrpspssrrspprprsssppsrspssrpsrppr
41,28,comp-gen,rpppsrpssrrrprpssrssrrssrpssrpsssrppppsrpsrsspsprrrpssrsprppsspppprrsspsrrppsppsrsrpprpssrsssspsrpspsrpsprpsrprrssssprsrrppsssrprsprssrppppspppprsssrrrpsrsrpsrsssrrprpsrpssrrpsssrsprspsrssrprsrspspsrpspsrrpssrsrrrrrsrppsssrssspppspsssrsprrs
42,16,human-gen,rpsrsrspspspsrsspsprrrpsrrrssspprpspsspspssrrpssppssrsrpsrrprsrrpsrprrpspssrrrpssssspsprrspssrrrssrprrrpssrrprrprrpprspspsrsrprsrpsssrrspprsrrpsrprrssssrspsprssssrppssprssprrprrsrrsspsrsspsrsrsrrsrrpspsspsspssrpprpspsrprprsprsssprrsrprrrsps
43,29,comp-gen,prrsrrssprpprrrrsprrrrprpsrrsrrsrrssppprprspprssrrsssrprrsprspsrprprspsrrpppssspsprrprppprrppsprrrrrsprssprppsspsrrrsssrrprrsrrsrpsprpsrprpprsrrrsrpsrssppprpsrrprrssssprrpssppsprrprsppspprsppprsrrrrrprsppsprpspppppprpsprprrprprrrsrpsrrrrssp
44,0,human-gen,prssprprprprpsrpsrpprsprprsprprprspsrprprpsrprprprsprsprprprsprsprpprsprprsprsrprpprprsprprrprsprpsrprsprspsrprsprsprsprprpsrprpsrprspsprprsprsprprssrpprspsrprsprsprsprprsprprsprspsprspsrprsprprsprspsrpsrprprspsrprsprsprsppsrpprspsrprpprspr
45,29,comp-gen,rspsprpprsssrprsssrssrppsprrsrppprsppppsssrsrspsrssrssrsppsrsrrrsspsrssssprrrrprspprrssrsrppsrpppppppsrpsspprpsspprssrpsprsrpprrpssrpsrprrsprpprsprpssrpspsrpppppprrsrsprrspsrrppssprpsrprpsssrprppprppppprppprssrpprppssrrrrrsrspspprrprrprrprr
46,25,comp-gen,rprsrssprsrsspsrrssssrrprrsssrspspsprssprsrrssprprprsssrrrsprsrpsrsssppprpprspsrspsrsprsspprrrrpprpprsrprsrrrrprpssspprprsprrrpppppsrpsppsrrrrsrrrprsprspspprprrspspssrsrssssrrpsppssrpprssrrprprpsrrrsssprsrssrrrsppspsspsrrrsrrssrrprrspspssrs
47,31,comp-gen,pppssrprpsssspppppppspprpprprpprsprrsrrrsprrprpppprprpprssssssrppprpsrprrrrrpsprrsspssppsrrrssprsrssprprrrsprpsppspsrpsssrprsprprsrsrsrpspspsprppsrpsrprsrpspprprrssprspspsppsspsssspprrrpsrspppppsssrsrpprpprpsrpssrprssrpsrrprssssprsrrpsrprps
48,24,comp-gen,sspssssrrprprrspsrpsspprssspsprsrprrsrrpprppsprsspsprpprssprrpprrrprrrpprssrsrrspssppprrsssrrpspsrrrrssrpspprpssssrpppssprrrrpsprrrspsrprsrprrppprpspspspprsrrssrsppsprspssrrpssrppsrspprrpsppppssrsspprrrrrpppprsspspprpsrppsspsrsprrpppsppsspr
49,48,comp-gen,sssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpsssssppprrpssrrpprsrpssssspppr
50,26,comp-gen,prppsrppspsrssrpssppssrppprpsrprsrpsspprsrpprssrrprsrrpssprssprppsprrrsrsssprrprprrssprrrrrprsprpprprrrpsspppppspprrsssspppspppssspprsrsrppspsrpppsrsspsrsrsrsrppprrprrpssspsrsssrpprrpsrpprrpsrrsprsrprpsspssprssssprrrpsrssssrpsprrrppprpprrsr
51,2,human-gen,rsprspsprsprsprspsrpsrpsrpsrpsrpsrpsrpsprpsrpsprsprpsrpsprpsrpsrpsrpprsprpppsprrpsprpsprsprpsprsprpsrpsprpsprsprpsprpsprpsprpsrpsprprppprsprpsprpsprpsrpsprprsprpsprsprpspprpsprpsprpsprppsprpsprpsprsprsprpspprpsprsprpsprprppspsrprprspsprpspp
52,2,human-gen,psprpsprsprpsprpsprsprpsrpsrpsrpsrpsrpsrpsrpsrpsrsprpsrpsrpsprspsppssssprpsrpsprpsrpsprsprsprpsprsprpsrpsrpsrpspssprpsrpsprsrpsrpsprspsspsrpsprsprspsprprrpsprpsrpsprsprpsrpsprprsrpsrpsrpsrpsrsprpsprsprpsrpsprprprspprpsprsprsprpsrpsrprpsrspr
53,6,human-gen,spsprpprspsrpsrprppsprpprprprprprprprpprsppppsrpsrpsprpsrpsrpsrpsrpspsprpprpsrpsrpprprprprpprprprpprpsprpsrprpprprprprpprprpprprprprpprprprppsrppspspsprpspsppppspspspspsppppsprspsrprspsrpsrpsrpsrpsrpsrprpprsprpsrpsrpsrpsrpsrprpsrprpprprprps
54,0,human-gen,prsprpsrpsrpsrpsrpsprsprsprpsrpsrpsprpsrpsrpsrpsrpsrpsprspsprsprsprsprpsrpsprsprpsrpsprsprpsrpsprsprsprsprpsprsprsprpsrpsrpsrpsprsprsprpsrpsprsprpsrpsprsprpsrpsprsprsprpsrpsrpsprpsrpsprspspsrpspsprsprpsprpsprsprsprpsrpsrpsprsprpsrpspsprsprp
55,1,human-gen,psppspsrpsrrsrsrsrrsrsrsrsrsrsrsrsrsppsprpsprsprpspsprpsprpsprpsprpsrppsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsprpsrpsprpsprpsprpsprppsprpsprpsprpsprpsprpsprsprpspsprrrsrsppsppsrppsprpprsprpsprpsrpprpspr
56,0,human-gen,rpsprpsprpsrpsprpsprsprpsprsprpsprpsrpsprpsrpsprpsprsprsprpsrpsprpsprspsrpprsprpsprpsrpsprpsrpsprpsprsprppsprsprpsrppsrpsprpsprpsrpsrprpsprpsrppsrpsprpsprpsprpsrpsprpsrpsprpsprpsrppsprpsrpsprrppsrpsprpsrprpsprprpsprpsrpsrpsprpsprpsrpsprpspr
57,0,human-gen,prpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrsprpsrs
58,32,comp-gen,psrrssrrprrsprrspppppppsrpsrprsrsrssrrpppsppsssrrrpsrprrprsssprssrprrpsrrssrprsrssssrsrppsssrrsssprrsprprrrsrrpsspsssprssrrrsrrspsrrpsrsrsspsppprrsrrpspsrrprpsrpsssrrrrpsrrrrsprrprpssrsrrrssppprpsprrrrspsrppprrrrssppprsspsssrpsppsprrrspsspp
59,0,human-gen,sprsprsprsprpprsprprpsrpsprsprpsrpsprpsprsprpsrpsprsprpsprsprsprpsrpsprspsrppsrpsrpsprsprpsprsprpsprsprpsprpsprpsrpsprpsprsprpsrprpprsprprsprsprprspprprprpspspspprprpsprsprpsprpsprsprpsprpsrpsprpsprsprpspsrprpsrpprpsprspsrpsrpsrpsprppsrprsp
60,26,comp-gen,rrrsrppsppsprpsrpsprssprsrssrrrrspsrrpprprsrsprrssssrpsrpssrppsrrrpprpspprrpppssrrppppsprspsspppsprspppsrprssssspssrsssprrrrprsrsprppppssspsprrprrrssprpprrprpssrsspsssspspsppsrrprrssssrpsspssprsrspsspssrprrppsrrsrsrprsprrppssrrpprrsrrrspssr
61,0,human-gen,rpsprpsprpsrpsprsppsprsprprpsprsprpsprsprpsprsprpsprsprsprpsprsprpsprspprsprpspspsprpspsprsrpsprpsrpprsprprspsprpspsprpspsppsrpsrpsprsprpsrpspspsprpsprsprsprpsrpsprsprpsprprprprsprpsrprprpsprsprpsrpsprpsprsprpsprsprprsprpsrpsprpsprsprpsprpr
62,20,comp-gen,rpsprpspsprspspsprpsssrpsprppspspsprpspspppsprsssppprpppspsprrspspspspsrppprrrrpssspsspspsrrrpspspsrprpsrpsrsprprprppssprpspsprpsprpspsprspspsprpsssrpsprppspspsprpspspppsprsssppprpppspsprrspspspspsrppprrrrpssspsspspsrrrpspspsrprpsrpsrsprprp
63,0,human-gen,rpsrpsprsprpsrpsprsprsprpsrpsprsprpsrpsrpsprpsrpsprsprpsrpsprsprsprsprsprpsrpsprsprpsrpsrpsprpsrpsprsprpsprrpsprpsrpsrpsprpsrpsprsprpsprsprpsrpsrpsprpspsrpsrpsprsprpsrpsprpsrpsprsprpsrpsprsprpsprsprprpsprsprpsrpsprpsrpsprsprpsprsprpsrpsprsp
64,20,comp-gen,prppsrsrppsrsrrpprprrrsssprpsssssrspsppprrrsppssrspsspppspsrpssspsprrrppppsspsrrrrprsrpsrspssrprsrrprrssppsrrsssppsssrsrppsppsppsprprppssppsspsppsprpssrspspsrprsprsrsprsprprrprspsrppprsssprpsrspspspspprprpsrsrprssspsprrrsrsrprrprrssrpsrspps
65,23,comp-gen,ppsrsspsprsssrpsrsssrpssspppsrpprppssrppsrspsppsrpsprrssrrpsprpsrrpssrrssrprssssrssrrsrsspssssrrrpppsprprsrsrrrspsppsrsppprpppppsprppsprrrpssrrpprsssrppspsrprrsrrrrssprpsprrssrssrsrpspprrprsspspsprssrprsssrpssrspppssprrssrsprrrpsprpsppsssrs
66,29,comp-gen,sprprpppppsrsprpprrrrsrpprrrpprpsrssssprrsspppsrppprrsrsprpsssspsrpprpsrsprppsrrppsrrssspspsspsrpsrssprsrssrrrrrssrpsrrpssrsprprpssrppprprrssprpprsrrssppprppprrrrprspsprrprsssprrsrsrsprrprsrsrsrrrpsrpppprsssprssrpssrsrsspsprrrrsspprpprprrrs
67,35,comp-gen,rsssrprpsprssssssppsrpssppssrsrprsssssrprppprrspsppprrsrpspsssrrppspsssrrrpssssrpsspppppppsrspsrsrpsssprprpsssrsppppprprrrrpprssrsrsrspsrpsrrrprsrppsrrrsssprpprrprpsrprrprppsrspsrsrrsrsrrrsrppspssprsrsspsspsrrsrprrpsppssrrprrrrrprpprpppssps
68,32,comp-gen,ssrrrpsrpssprrrssppprrrpsppspsrspprprrrprrrpsrrspprpppprrppsspsspsssrssssrprrsrrrpppprprprrrrsrrppprsrspsprsspspsssssrsssrsrprssrpsssrssrprsssrpspppsprrrsrrsssssrrpsrrprsrprprrrprpsssrspspsrrpsrpsppsrrsssrsrssrsrppprppsppsspsrsprssrsrrspsrp
69,24,comp-gen,psprrssprsprpprpsppssrrprpssrsprpppprprsrrrprsprpppprsrppsrrsprsppsrppsspprpsrrrrrppspsrpprppssrrsppprrprrrrpssssprpprrrrrrppspsrrrssprpprrrrpspsrssrrpsppprrpspssprrprpprrsprsprspprprpprrsssspssrpsppsrppprsrpprspsppsprpsrrprrsprsrrprpsrprrr
70,35,comp-gen,rrpprrrrrrsrrrrrrpsspprrspsssprpppsrsppssppsssprsrsppspsprpspspprprspprprprrrrsrprsprprsssssprrssppspsrsssrsrpsrpssrssrrsssrrrrrrrsssrpsprspsrprprpsrsrprrprrrssssssrpprpprsprrrrrpsrrsrpsrsrprsrsrspprppspprssrpspsrsrrrsrppsrpsspsspsrsrrrrprp
71,0,human-gen,rprspsrprpsprpsrpsprprspsrpsprrpsrpsprsprpsrpsprpsrpsprsprpsrpsprsprpsrpsrpsprpsrpsprsprpsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsprsprpsrpsrpsprpsrpsprpsrpsrpsrsrpsprsprsprpsprsprpsrpsprsprpsprsprpsprpsrpsprsprpsprsprpsprsprpsrpsrpsprsprsprps
72,0,human-gen,psprpspsprpprpspsprpsprpsprspprsprpsprsprpsprsprsprrssrrprprprpspsprpspsprpprpspsprpsprpsprspprsprpsprsprpsprsprsprrssrrprprprpspsprpspsprpprpspsprpsprpsprspprsprpsprsprpsprsprsprrssrrprprprpspsprpspsprpprpspsprpsprpsprspprsprpsprsprpsprspr
73,30,comp-gen,srprprprspspspsprsprpspspsprprpspspsssssssssssssssssssssssssssprprpsprpsprpsssrpprprprprpspssspsprrpsprpsrsrsprppppprsprsrsrpsprpsrpsprpsprpsrpsprpsprpsrppsrpsprpsrpsprpsprpsprpsprsprpsprpsrpsprpsprsprpsprpsrpsprprprpprprprpsppspspsprprpspr
74,24,comp-gen,psspsrsspprspsrsrrssrpsrrsprssrprrpssrsrsrspsrsprpppspsspspprssprsspprssrsppsprsrrrpppsssssssrssprrpppprsrsrrrprssppsrrsspsssrprrrpprpsspprspprprrsprrrrsppsrrpssrrpsspppprsppsprprpspppsrsprrrppspprpprrprpssssppsssrsrssssrsprrppsrppssrrpsprp
75,18,human-gen,rsprpsrrrsrrpsrrrspppprpprpprrrspsppsppsprpppssprspprsrpsprpspssrrsspspppsrssprppsrpsrsrpsrrssprsprrrsrssprssprrpspprrpsrprrspssrsrrpsprsrsprprrsrpssprppspprspprrsppprpsssrsspssssrrpsrsppsssrrpssssrprspsrppsrpsrsrprpssprssppppspppsrspsrrspp
